id;kode_provinsi;nama_provinsi;kode_kabupaten_kota;kode_kecamatan;kode_kelurahan_desa;nama_kelurahan_desa;koperasi;no badan hukum;tanggal badan hukum;email;website;aktif;ketua;bentuk koperasi;jenis koperasi;kelompok koperasi;sektor usaha;klasifikasi;kesehatan;anggota pria;anggota wanita;tahun ind usaha;tahun
724;15;JAMBI;1503;150306;1503062001;MANDIANGIN;Koperasi Wanita Karya Maju Bersama;44/BH/VI.1/IV/2011;14/04/2011;-;-;TRUE; SUKIYEM ;Primer Kabupaten/Kota;Konsumen;Kop. Wanita;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;2023
725;15;JAMBI;1503;150306;1503112004;BUTANG BARU;Koperasi Maju Bersama;57/BH/VI.1/IV/2012;05/04/2012;-;-;TRUE;;Primer Kabupaten/Kota;Konsumen;Kop. Perkebunan;JASA LAINNYA;-;-;0;0;-;2023
726;15;JAMBI;1503;150306;1503062001;MANDIANGIN;Koperasi Mantap (Koperasi Tani Perkasa);71/BH/VI.1/IV/2013;17/04/2013;-;-;TRUE;;Primer Kabupaten/Kota;Produsen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;2023
727;15;JAMBI;1503;150306;1503112004;BUTANG BARU;KOPERASI KONSUMEN SAPTA MUTIARA ABADI;AHU-0005466.AH.01.26.TAHUN 2020;23/09/2020;-;-;TRUE;MUSLIM;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;PERTANIAN JAGUNG;-;-;0;0;-;2023
728;15;JAMBI;1503;150306;1503062006;GURUN TUO;Koperasi Sepakat Jaya Makmur;014723/BH/M.KUKM.2/IX/2019;09/09/2019;jayamakmurkoperasisepakat@gmail.com;-;TRUE;H. SAYUTI;Primer Kabupaten/Kota;Konsumen;Kop. Perkebunan;JASA LAINNYA;Cukup Berkualitas (CB);Cukup Sehat;25;8;2021;2023
729;15;JAMBI;1503;150306;-;-;KOPERASI KONSUMEN GURUN JAYA BERSAMA;AHU-0014218.AH.01.26.TAHUN 2021;23/12/2021;-;-;TRUE;EDI KHUMAINI;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;2023
730;15;JAMBI;1503;150306;1503062001;MANDIANGIN;KOPERASI KARYA ALAM LESTARI;01/KOP.KAL/XII/2014;10/11/2014;-;-;TRUE;DRS. H.A WARIS .M. HUM;Primer Kabupaten/Kota;Konsumen;Kop. Perkebunan;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;2023
731;15;JAMBI;1503;150306;1503062001;MANDIANGIN;Koperasi Sawit Gurah Mandiri;014718/BH/M.KUKM.2/IX/2019;09/09/2019;koperasisawitgurahmandiri@gmail.com;-;TRUE;ALBARKAH;Primer Kabupaten/Kota;Konsumen;Kop. Perkebunan;JASA LAINNYA;Cukup Berkualitas (CB);Cukup Sehat;8;12;2021;2023
732;15;JAMBI;1503;150306;1503062001;MANDIANGIN;KOPERASI JASA SAIJUN SAULON MANDIANGIN;AHU-0000675.AH.01.26.TAHUN 2019;27/11/2019;-;-;TRUE;;Primer Kabupaten/Kota;Jasa;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;2023
733;15;JAMBI;1503;150306;1503062001;MANDIANGIN;Koperasi Karya Maju Langgeng;005834/BH/M.KUKM.2/X/2017;24/10/2017;-;-;TRUE;INDRA SAPUTRA;Primer Kabupaten/Kota;Konsumen;Kop. Pertanian;PERTANIAN, KEHUTANAN DAN PERIKANAN;Cukup Berkualitas (CB);Cukup Sehat;22;0;2021;2023
734;15;JAMBI;1503;150306;1503062001;MANDIANGIN;Kop Kito Bersamo Kanti;005294/BH/M.KUKM.2/IX/2017;18/09/2017;-;-;TRUE;MARTONO;Primer Kabupaten/Kota;Konsumen;Kop. Perkebunan;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;2023
735;15;JAMBI;1503;150306;-;-;Koperasi Mekar Jaya Sentosa;005449/BH/M.KUKM.2/IX/2017;29/09/2017;-;-;TRUE;;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;2023
736;15;JAMBI;1503;150307;1503072008;MENTAWAK BARU;Koperasi Unit Desa Sumber Karya;55/BH/PAD/KWK.5/IX/1995;01/09/1995;-;-;TRUE;"PARMAN			";Primer Kabupaten/Kota;Produsen;KUD;JASA LAINNYA;-;-;0;0;-;2023
737;15;JAMBI;1503;150307;1503072007;BUKIT SUBAN;Koperasi Unit Karya Tani;118/BH/PAD/KWK.5/X/1995;20/10/1995;-;-;TRUE;KASIMIN;Primer Kabupaten/Kota;Produsen;KUD;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;2023
738;15;JAMBI;1503;150307;1503072002;JERNIH;Koperasi Panti Taruna Tani;34/BH/XII/2004;24/12/2004;-;-;TRUE;"A. MUNZIR			";Primer Kabupaten/Kota;Konsumen;Kop. Pertanian;JASA LAINNYA;-;-;0;0;-;2023
739;15;JAMBI;1503;150307;1503072003;DESA BARU;Koperasi Harapan Baru Sawit;82/BH/VI.1/VI/2007;29/06/2007;-;-;TRUE;;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;2023
740;15;JAMBI;1503;150307;1503072005;LUBUK KEPAYANG;Koperasi Kepayang Mandin;35/BH/II/00;02/10/2000;-;-;FALSE;;Primer Kabupaten/Kota;Produsen;Kop. Pertanian;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;2023
741;15;JAMBI;1503;150307;1503072001;LUBUK JERING;Koperasi Karya Sejahtera;97/BH/VI.1/IV/2008;15/04/2008;-;-;FALSE;;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;2023
742;15;JAMBI;1503;150307;1503072008;MENTAWAK BARU;Koperasi Serba Usaha Manunggal Jaya;101/BH/VI.1/V/2008;31/05/2008;-;-;TRUE;SUWARNO;Primer Kabupaten/Kota;Konsumen;Kop. Serba Usaha;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;2023
743;15;JAMBI;1503;150307;1503072003;DESA BARU;Koperasi Pondok Pesantren Al Ikhwaniyah;07/BH/VI.1/III/2009;02/03/2009;-;-;TRUE;;Primer Kabupaten/Kota;Konsumen;Koppontren;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;2023
744;15;JAMBI;1503;150307;1503072004;SEMURUNG;Koperasi Air Hitam Sejahtera;18/BH/VI.1/X/2009;27/10/2009;-;-;TRUE;;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;2023
745;15;JAMBI;1503;150307;1503072005;LUBUK KEPAYANG;Koperasi Wanita Pinang Masak;"13/BH/X/2003						";13/10/2003;-;-;TRUE;"CANDRA DEWI			";Primer Kabupaten/Kota;Konsumen;Kop. Wanita;JASA LAINNYA;-;-;0;0;-;2023
746;15;JAMBI;1503;150307;1501212002;BARU;Koperasi Tani Maju Jaya;01/BH/XII/1999;14/12/1999;-;-;TRUE;"RAHMAT			";Primer Kabupaten/Kota;Konsumen;Kop. Pertanian;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;2023
747;15;JAMBI;1503;150307;1503072002;JERNIH;Koperasi Nilo Makmur;65/BH/VI.1/XII/2012;10/12/2012;-;-;TRUE;;Primer Kabupaten/Kota;Konsumen;Kop. Perkebunan;JASA LAINNYA;-;-;0;0;-;2023
748;15;JAMBI;1503;150307;-;-;Koperasi Karyawan Badak Merak Jaya;005969/BH/M.KUKM.2/X/2017;30/10/2017;-;-;TRUE;;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;2023
749;15;JAMBI;1503;150307;-;-;KOPERASI KONSUMEN BINA SAWIT SEJAHTERA;AHU-0004148.AH.01.26.TAHUN 2020;11/07/2020;-;-;TRUE;;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;2023
750;15;JAMBI;1503;150307;1503072008;MENTAWAK BARU;Koperasi Karyawan Badak Merak Jaya;005969/BH/M.KUMK.2/X/2017;30/10/2017;Kopkarbadmerjaya@gmail.com;-;TRUE;HUSIN;Primer Kabupaten/Kota;Konsumen;Kopkar;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;2023
751;15;JAMBI;1503;150307;-;-;Koperasi LKMA Syahriah Sarana Maju;030/KSM/MD/XII/2015;21/12/2015;-;-;TRUE;SUDARMONO;Primer Kabupaten/Kota;Konsumen;Kop. Perkebunan;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;2023
752;15;JAMBI;1503;150307;1503072006;PEMATANG KABAU;Koperasi Unit Desa Karya Usaha;859/BH/XV;25/08/1988;-;-;TRUE;DRS. AHMAD SOBRI.A;Primer Kabupaten/Kota;Konsumen;KUD;PERTANIAN, KEHUTANAN DAN PERIKANAN;Sangat Berkualitas (SB);Sehat;449;69;2020;2023
753;15;JAMBI;1503;150308;1503082006;TELUK KECIMBUNG;Koperasi Pondok Pesantren Haviz Al-Fatah;11/BH/IV/2002;19/04/2002;-;-;TRUE;;Primer Kabupaten/Kota;Konsumen;Koppontren;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;2023
754;15;JAMBI;1503;150308;1503082004;TANJUNG;keluarga sejahtera;61/BH/KWK.5/XI/1994;15/11/1994;-;-;FALSE;;Primer Kabupaten/Kota;Produsen;KUD;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;2023
755;15;JAMBI;1503;150308;1503081011;LIMBUR TEMBESI;Koperasi Unit Tani Limbur Tembesi;256/BH/PAD/KWK.5/V/1996;31/05/1996;-;-;TRUE;;Primer Kabupaten/Kota;Produsen;KUD;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;2023
756;15;JAMBI;1503;150308;1501162015;DUSUN DALAM;Koperasi Jasa Tani Mandiri;44/BH/IX/2004;06/09/2004;-;-;TRUE; MULKI ;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;2023
757;15;JAMBI;1503;150308;1503082004;TANJUNG;Koperasi Pondok Pesantren Nidaul Quran;49/BH/II/2005;08/02/2005;-;-;TRUE;;Primer Kabupaten/Kota;Konsumen;Koppontren;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;2023
758;15;JAMBI;1503;150308;1503082004;TANJUNG;Koperasi Unit Desa Pembina Tanjung;66/BH/PAD/III/2006;29/03/2006;-;-;TRUE;;Primer Kabupaten/Kota;Produsen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;2023
759;15;JAMBI;1503;150308;1503082006;TELUK KECIMBUNG;Koperasi Usaha Sekato;68/BH/III/2006;31/03/2006;-;-;TRUE; HARAMEN ;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;2023
760;15;JAMBI;1503;150308;1503082009;TANJUNGGAGAK;Koperasi Harapan Jaya;69/BH/IV/2006;03/04/2006;-;-;TRUE;;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;2023
761;15;JAMBI;1503;150308;1503082001;RANTAU GEDANG;Koperasi Karya Mandiri;70/BH/IV/2006;05/04/2006;-;-;FALSE;;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;2023
762;15;JAMBI;1503;150308;1503082009;TANJUNGGAGAK;Koperasi Sumber Harapan Sawit;80/BH/VI.1/V/2007;21/05/2007;-;-;TRUE; DARWIS ;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;2023
763;15;JAMBI;1503;150308;1503082008;BATU PENYABUNG;Koperasi Karya Guna;103/BH/VI.1/VII/2008;15/07/2008;-;-;FALSE;;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;2023
764;15;JAMBI;1503;150308;1503082003;PULAU LINTANG;Koperasi Wanita Humairah;106/BH/VI.1/VIII/2008;09/09/2008;-;-;TRUE;;Primer Kabupaten/Kota;Konsumen;Kop. Wanita;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;2023
765;15;JAMBI;1503;150308;1503081011;LIMBUR TEMBESI;KOPERASI PEMASARAN POKDAR KAMTIBMAS SEJAHTERA;AHU-0013831.AH.01.26.TAHUN 2021;07/12/2021;pokdarkamtibmassejahtera26@gmail.com;-;TRUE;DRS. H. SARBAINI;Primer Kabupaten/Kota;Pemasaran;Kop. Perkebunan;PERTANIAN, KEHUTANAN DAN PERIKANAN;Berkualitas (B);Sehat;43;7;2021;2023
766;15;JAMBI;1503;150308;1503082006;TELUK KECIMBUNG;KOPERASI KONSUMEN TRI SEKATI JAYA;AHU-0005366.AH.01.29.TAHUN 2022;10/10/2022;-;-;TRUE;DAHRUL;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;2023
767;15;JAMBI;1503;150308;1503082006;TELUK KECIMBUNG;KOPERASI KONSUMEN SAJADAH AL KHALIFAH;AHU-0004344.AH.01.29.TAHUN 2022;22/08/2022;-;-;TRUE;MAHILLI;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;2023
768;15;JAMBI;1503;150308;1503082006;TELUK KECIMBUNG;KOPERASI KONSUMEN KARYA BINA TANI;AHU-0005585.AH.01.29.TAHUN 2022;21/10/2022;-;-;TRUE;H.ALI AKBAR;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;2023
769;15;JAMBI;1503;150309;1503092002;BUKITTIGO;Koperasi Multazam;20/BH/II/2003;03/02/2003;-;-;FALSE;"NASRUL			";Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;2023
770;15;JAMBI;1503;150309;1503092007;PASAR SINGKUT;Koperasi Telaga Kencana;22/BH/II/2003;21/02/2003;-;-;FALSE;;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;2023
771;15;JAMBI;1503;150309;1503091001;SUNGAIBENTENG;Koperasi Pasar Radar Otonomi;37/BH/I/2004;28/01/2004;-;-;TRUE;JUNAIDI;Primer Kabupaten/Kota;Pemasaran;Kop. Pasar;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;2023
772;15;JAMBI;1503;150309;1503092007;PASAR SINGKUT;Koperasi Dharma Bhakti;45/BH/IX/2004;15/10/2004;-;-;TRUE;;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;2023
773;15;JAMBI;1503;150309;1503092002;BUKITTIGO;Koperasi Karya mandiri;54/BH/VI/2005;27/06/2005;-;-;TRUE;;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;2023
774;15;JAMBI;1503;150309;1503092004;PAYO LEBAR;Koperasi Usaha mandiri;86/BH/VI.1/IX/2007;12/09/2007;-;-;TRUE;;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;PENYEDIAAN AKOMODASI DAN MAKAN MINUM;-;-;0;0;-;2023
775;15;JAMBI;1503;150309;1503092007;PASAR SINGKUT;Koperasi Mitra Usaha;95/BH/VI.1/II/2008;05/02/2008;-;-;TRUE;;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;2023
776;15;JAMBI;1503;150309;1503092004;PAYO LEBAR;Koperasi Adil Makmur;110/VI.1/IX/2008;25/09/2008;-;-;FALSE;"SUHADI			";Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;2023
777;15;JAMBI;1503;150309;1503092008;SILIWANGI;Koperasi Siliwangi Mandiri;111/VI.1/X/2008;21/10/2008;-;-;TRUE; BAGIO ;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;2023
778;15;JAMBI;1503;150309;1503092002;BUKITTIGO;Koperasi Pondok Pesantren Darul Aula;04/BH/VI.1/II/2009;02/03/2009;-;-;TRUE;;Primer Kabupaten/Kota;Konsumen;Koppontren;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;2023
779;15;JAMBI;1503;150309;1503092005;BUKITMURAU;Koperasi Pondok Pesantren Salaful Muhajirin;05/BH/VI.1/II/2009;02/03/2009;-;-;TRUE;"ROFII AHMAD			";Primer Kabupaten/Kota;Konsumen;Koppontren;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;2023
780;15;JAMBI;1503;150309;1503092007;PASAR SINGKUT;Koperasi Pondok Pesantren Nurul Jadid;06/BH/VI.1/III/2009;02/03/2009;-;-;TRUE;;Primer Kabupaten/Kota;Konsumen;Koppontren;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;2023
781;15;JAMBI;1503;150309;1503091001;SUNGAIBENTENG;Koperasi Pondok Pesantren Attazkiyah;07/BH/VI.1/III/2009;02/03/2009;-;-;TRUE;;Primer Kabupaten/Kota;Konsumen;Koppontren;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;2023
782;15;JAMBI;1503;150309;1503091001;SUNGAIBENTENG;Koperasi Pondok Pesantren Salafiyah Safiiyah;08/BH/VI.1/III/2009;02/03/2009;-;-;TRUE;;Primer Kabupaten/Kota;Konsumen;Koppontren;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;2023
783;15;JAMBI;1503;150309;1503091001;SUNGAIBENTENG;Koperasi Pasar Manunggal;42/BH/VI.1/II/2011;23/02/2011;-;-;TRUE;;Primer Kabupaten/Kota;Pemasaran;Kop. Pasar;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;2023
784;15;JAMBI;1503;150309;1503092006;PERDAMAIAN;Koperasi Unit Sri Makmur;77/BH/PAD/KWK.5/IX/1995;22/09/1995;-;-;TRUE;;Primer Kabupaten/Kota;Produsen;KUD;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;2023
785;15;JAMBI;1503;150309;1503092004;PAYO LEBAR;Koperasi Pondok Pesantren Al-Fattah;126/BH/KWK.5/XI/1995;01/11/1995;-;-;TRUE;;Primer Kabupaten/Kota;Konsumen;Koppontren;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;2023
786;15;JAMBI;1503;150309;1503091001;SUNGAIBENTENG;Koperasi Unit Putra Tama;178/BH/PAD/KWK.5/XII/1995;07/12/1995;-;-;TRUE; M. HALIMI ;Primer Kabupaten/Kota;Produsen;KUD;JASA LAINNYA;-;-;0;0;-;2023
787;15;JAMBI;1503;150309;1503092007;PASAR SINGKUT;Koperasi Pegawai Negeri SMPN 1 Singkut;590/BH/KWK.5/1996;30/09/1996;-;-;TRUE;;Primer Kabupaten/Kota;Konsumen;Kop. Pegawai Negeri (KPRI);JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;2023
788;15;JAMBI;1503;150309;1503092002;BUKITTIGO;Koperasi Pondok Pesantren Assalakiah;31/BH/1999;12/08/1999;-;-;TRUE;;Primer Kabupaten/Kota;Konsumen;Koppontren;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;2023
789;15;JAMBI;1503;150309;1503092003;SUNGAIGEDANG;Koperasi Pondok Pesantren Wali Songo ;32/BH/KDK.54/X/1999;07/10/1999;-;-;FALSE;"SURYANTO			";Primer Kabupaten/Kota;Konsumen;Koppontren;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;2023
790;15;JAMBI;1503;150309;1503091001;SUNGAIBENTENG;Koperasi Bhineka Karya;13/BH/VII/2002;23/07/2002;-;-;FALSE;;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;2023
791;15;JAMBI;1503;150309;1503091001;SUNGAIBENTENG;Koperasi Karya Tani Mandiri;65/BH/III/2006;16/03/2006;-;-;FALSE;;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;2023
792;15;JAMBI;1503;150309;1503092007;PASAR SINGKUT;Koperasi Bina Karya;58/BH/XII/2005;26/12/2005;-;-;FALSE;;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;2023
793;15;JAMBI;1503;150309;1503092006;PERDAMAIAN;Koperasi Gotong Royong;90/BH/VI.1/IX/2007;26/09/2007;-;-;TRUE;;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;2023
794;15;JAMBI;1503;150309;1503092009;SIMPANG NIBUNG;Koperasi Simpan Pinjam Simpan Harian;72BH/VI.1/V/2013;13/05/2013;-;-;TRUE;;Primer Kabupaten/Kota;Simpan Pinjam;Kop. Simpan Pinjam;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;2023
795;15;JAMBI;1503;150309;-;-;Koperasi Simpan Pinjam Mulya Jaya Mandiri Sejahtera;74/BH/VI.1/VI/2013;19/06/2013;-;-;TRUE;;Primer Kabupaten/Kota;Simpan Pinjam;Kop. Simpan Pinjam;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;2023
796;15;JAMBI;1503;150309;1503091001;SUNGAIBENTENG;Koperasi Pegawai Negeri Harapan Jaya;1073/BH/XV/II/1994;02/02/1994;-;-;TRUE;SUYONO;Primer Kabupaten/Kota;Konsumen;Kop. Pegawai Negeri (KPRI);JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;2023
797;15;JAMBI;1503;150309;1503092008;SILIWANGI;Koperasi Warga Panjalu KOWAPA;28/BH/KDK.5.4/VIII/1999;08/09/1999;-;-;TRUE;"AJANG JUHANA			";Primer Kabupaten/Kota;Produsen;Kop. Pertanian;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;2023
798;15;JAMBI;1503;150309;1503092004;PAYO LEBAR;Koperasi Simpan Pinjam Graha Arta Prima;78/BH/XI/2006;13/09/2006;ksp.GAP.JBI@gmail.com;-;TRUE;RY. SUYANTO;Primer Kabupaten/Kota;Simpan Pinjam;Kop. Simpan Pinjam;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;2023
799;15;JAMBI;1503;150309;1503092004;PAYO LEBAR;KOPERASI PRODUSEN HARAPAN TANI;387/BH/XV;02/01/1978;kud.hatan@gmail.com;-;TRUE;SALEH;Primer Kabupaten/Kota;Produsen;KUD;JASA LAINNYA;Sangat Berkualitas (SB);Sehat;602;611;2021;2023
800;15;JAMBI;1503;150309;1503092004;PAYO LEBAR;KOPERASI KONSUMEN IHYA ASSUNNAH SINGKUT;AHU-0005241.AH.01.29.TAHUN 2022;03/10/2022;kopontrenihyaassunnah@gmail.com;-;TRUE;ASROFI;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;2023
801;15;JAMBI;1503;150309;1503092005;BUKITMURAU;Koperasi Unit Bhakti Mulya;397/BH/XV;20/05/1978;-;-;TRUE;ATMOREJAO;Primer Kabupaten/Kota;Konsumen;KUD;JASA KEUANGAN DAN ASURANSI;Sangat Berkualitas (SB);Sehat;8;1;2020;2023
802;15;JAMBI;1503;150309;1503092005;BUKITMURAU;Koperasi Wanita UP2K Bukit Murau;25/BH/VI.1/XII/2009;12/08/2009;-;-;TRUE;"SITI ROKAYAH			";Primer Kabupaten/Kota;Konsumen;Kop. Wanita;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;2023
803;15;JAMBI;1503;150309;1503092006;PERDAMAIAN;Koperasi Barokah Jaya Mandiri;104/BH/VI.I/IV/2016;06/04/2016;kbarokahjayamandiri@gmail.com;-;TRUE;MUJI HARTONO;Primer Kabupaten/Kota;Konsumen;Kop. Simpan Pinjam;JASA LAINNYA;Cukup Berkualitas (CB);Cukup Sehat;78;16;2022;2023
804;15;JAMBI;1503;150309;-;-;KOPERASI AL HIKMAH;87/BH/VI.1/IX/2007;17/09/2007;-;-;TRUE;KARSIDI;Primer Kabupaten/Kota;Pemasaran;Kop. Serba Usaha;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;2023
805;15;JAMBI;1503;150309;1503092003;SUNGAIGEDANG;KSP Wanita Sungai Gedang Maju Bersama;002564/BH/M.KUKM.2/XI/2016;09/11/2016;-;-;TRUE;SULIANA ;Primer Kabupaten/Kota;Konsumen;Kop. Wanita;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;2023
806;15;JAMBI;1503;150309;1503092003;SUNGAIGEDANG;KOPERASI JASA TANI MAJU BERSAMA SINGKUT;AHU-0012733.AH.01.26.TAHUN 2021;13/10/2021;kopjasatmbsingkut@gmail.com;-;TRUE;;Primer Kabupaten/Kota;Jasa;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;2023
807;15;JAMBI;1503;150309;1503092002;BUKITTIGO;Koperasi Rezeki Mulya Jaya;55/BH/VI.I/II/2012;21/02/2012;Kopsjrezekimulya@gmail.com;-;TRUE;ABDUL MANAN;Primer Kabupaten/Kota;Simpan Pinjam;Kop. Simpan Pinjam;JASA KEUANGAN DAN ASURANSI;Cukup Berkualitas (CB);Sehat;33;16;2021;2023
808;15;JAMBI;1503;150309;1503092002;BUKITTIGO;Koperasi Dana Niaga;41/BH/VI.1/II/2011;11/02/2011;-;-;TRUE;PRIYANTO ;Primer Kabupaten/Kota;Simpan Pinjam;Kop. Simpan Pinjam;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;2023
809;15;JAMBI;1503;150310;1503102002;LUBUK RESAM;Koperasi Unit Desa Pembina;16/BH/PAD/I/2004;06/01/2004;-;-;FALSE;"SURATNO			";Primer Kabupaten/Kota;Produsen;Kop. Lainnya;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;2023
810;15;JAMBI;1503;150310;1503102004;TELUKTIGO;Koperasi Karya Tani;36/BH/I/2004;15/01/2004;-;-;TRUE;;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;2023
811;15;JAMBI;1503;150310;1503102001;KAMPUNG TUJUH;Koperasi Tani Bathin Tunggal;38/BH/PAD/III/2004;23/03/2004;-;-;TRUE;;Primer Kabupaten/Kota;Produsen;Kop. Pertanian;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;2023
812;15;JAMBI;1503;150310;1503102004;TELUKTIGO;Koperasi Unit Karya Baru;119/BH/PAD/KWK.5/III/1996;30/03/1996;-;-;TRUE;SONI;Primer Kabupaten/Kota;Produsen;KUD;JASA KEUANGAN DAN ASURANSI;Cukup Berkualitas (CB);Cukup Sehat;75;5;2021;2023
813;15;JAMBI;1503;150310;1503102003;TELUKRENDAH;Koperasi Wanita Wardah;76/BH/IV/2006;18/04/2006;-;-;FALSE;;Primer Kabupaten/Kota;Konsumen;Kop. Wanita;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;2023
814;15;JAMBI;1503;150310;1503102004;TELUKTIGO;Koperasi Berdikari Karet;94.1/BH/VI.1/II/2008;04/02/2008;-;-;FALSE;;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;2023
